Fact,ProvenanceLeft,ProvenanceRight,Rule
partOfTransitive(1029|17),partOfTransitive(1029|200),partOf(200|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1029|2),partOfTransitive(1029|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1029|200),partOf(1029|200),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1029|enzyme),partOf(1029|enzyme),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1029|gpcr),partOfTransitive(1029|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1029|transporter),partOfTransitive(1029|200),partOf(200|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(102|1),partOfTransitive(102|3),partOf(3|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(102|1113),partOf(102|1113),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(102|20),partOfTransitive(102|214),partOf(214|20),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(102|214),partOfTransitive(102|1113),partOf(1113|214),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(102|3),partOfTransitive(102|20),partOf(20|3),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(102|gpcr),partOfTransitive(102|1113),partOf(1113|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(102|nhr),partOf(102|nhr),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(102|transporter),partOfTransitive(102|214),partOf(214|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1030|1),partOfTransitive(1030|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1030|17),partOfTransitive(1030|198),partOf(198|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1030|198),partOf(1030|198),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1030|2),partOfTransitive(1030|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1030|gpcr),partOfTransitive(1030|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1030|transporter),partOfTransitive(1030|198),partOf(198|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1031|1),partOfTransitive(1031|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1031|17),partOfTransitive(1031|199),partOf(199|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1031|199),partOf(1031|199),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1031|2),partOfTransitive(1031|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1031|enzyme),partOf(1031|enzyme),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1031|gpcr),partOfTransitive(1031|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1031|transporter),partOfTransitive(1031|199),partOf(199|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1032|1),partOfTransitive(1032|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1032|17),partOfTransitive(1032|200),partOf(200|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1032|2),partOfTransitive(1032|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1032|200),partOf(1032|200),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1032|gpcr),partOfTransitive(1032|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1032|transporter),partOfTransitive(1032|200),partOf(200|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1033|1),partOfTransitive(1033|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1033|17),partOfTransitive(1033|200),partOf(200|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1033|2),partOfTransitive(1033|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1033|200),partOf(1033|200),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1033|gpcr),partOfTransitive(1033|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1033|transporter),partOfTransitive(1033|200),partOf(200|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1034|1),partOfTransitive(1034|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1034|17),partOfTransitive(1034|200),partOf(200|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1034|2),partOfTransitive(1034|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1034|200),partOf(1034|200),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1034|gpcr),partOfTransitive(1034|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1034|other_protein),partOf(1034|other_protein),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1034|transporter),partOfTransitive(1034|200),partOf(200|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1035|1),partOfTransitive(1035|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1035|17),partOfTransitive(1035|200),partOf(200|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1035|2),partOfTransitive(1035|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1035|200),partOf(1035|200),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1035|gpcr),partOfTransitive(1035|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1035|other_protein),partOf(1035|other_protein),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1035|transporter),partOfTransitive(1035|200),partOf(200|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1036|1),partOfTransitive(1036|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1036|17),partOfTransitive(1036|200),partOf(200|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1036|2),partOfTransitive(1036|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1036|200),partOf(1036|200),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1036|enzyme),partOf(1036|enzyme),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1036|gpcr),partOfTransitive(1036|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1036|transporter),partOfTransitive(1036|200),partOf(200|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1037|1),partOfTransitive(1037|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1037|17),partOfTransitive(1037|200),partOf(200|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1037|2),partOfTransitive(1037|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1037|200),partOf(1037|200),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1037|gpcr),partOfTransitive(1037|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1037|other_protein),partOf(1037|other_protein),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1037|transporter),partOfTransitive(1037|200),partOf(200|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1038|1),partOfTransitive(1038|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1038|17),partOfTransitive(1038|200),partOf(200|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1038|2),partOfTransitive(1038|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1038|200),partOf(1038|200),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1038|enzyme),partOf(1038|enzyme),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1038|gpcr),partOfTransitive(1038|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1038|transporter),partOfTransitive(1038|200),partOf(200|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1039|1),partOfTransitive(1039|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1039|17),partOfTransitive(1039|200),partOf(200|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1039|2),partOfTransitive(1039|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1039|200),partOf(1039|200),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1039|gpcr),partOfTransitive(1039|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1039|transporter),partOfTransitive(1039|200),partOf(200|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(103|1),partOfTransitive(103|3),partOf(3|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(103|1113),partOf(103|1113),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(103|20),partOfTransitive(103|214),partOf(214|20),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(103|214),partOfTransitive(103|1113),partOf(1113|214),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(103|3),partOfTransitive(103|20),partOf(20|3),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(103|gpcr),partOfTransitive(103|1113),partOf(1113|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(103|transporter),partOfTransitive(103|214),partOf(214|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1040|1),partOfTransitive(1040|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1040|17),partOfTransitive(1040|200),partOf(200|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1040|2),partOfTransitive(1040|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1040|200),partOf(1040|200),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1040|enzyme),partOf(1040|enzyme),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1040|gpcr),partOfTransitive(1040|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1040|transporter),partOfTransitive(1040|200),partOf(200|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1041|1),partOfTransitive(1041|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1041|17),partOfTransitive(1041|201),partOf(201|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1041|2),partOfTransitive(1041|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1041|201),partOf(1041|201),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1041|enzyme),partOf(1041|enzyme),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1041|gpcr),partOfTransitive(1041|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1041|transporter),partOfTransitive(1041|201),partOf(201|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1042|1),partOfTransitive(1042|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1042|17),partOfTransitive(1042|201),partOf(201|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1042|2),partOfTransitive(1042|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1042|201),partOf(1042|201),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1042|enzyme),partOf(1042|enzyme),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1042|gpcr),partOfTransitive(1042|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1042|transporter),partOfTransitive(1042|201),partOf(201|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1043|1),partOfTransitive(1043|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1043|17),partOfTransitive(1043|201),partOf(201|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1043|2),partOfTransitive(1043|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1043|201),partOf(1043|201),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1043|gpcr),partOfTransitive(1043|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1043|other_protein),partOf(1043|other_protein),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1043|transporter),partOfTransitive(1043|201),partOf(201|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1044|1),partOfTransitive(1044|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1044|17),partOfTransitive(1044|201),partOf(201|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1044|2),partOfTransitive(1044|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1044|201),partOf(1044|201),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1044|gpcr),partOfTransitive(1044|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1044|transporter),partOfTransitive(1044|201),partOf(201|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1045|1),partOfTransitive(1045|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1045|17),partOfTransitive(1045|202),partOf(202|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1045|2),partOfTransitive(1045|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1045|202),partOf(1045|202),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1045|gpcr),partOfTransitive(1045|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1045|transporter),partOf(1045|transporter),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1046|1),partOfTransitive(1046|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1046|17),partOfTransitive(1046|202),partOf(202|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1046|2),partOfTransitive(1046|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1046|202),partOf(1046|202),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1046|gpcr),partOfTransitive(1046|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1046|transporter),partOf(1046|transporter),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1047|1),partOfTransitive(1047|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1047|17),partOfTransitive(1047|202),partOf(202|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1047|2),partOfTransitive(1047|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1047|202),partOf(1047|202),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1047|gpcr),partOfTransitive(1047|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1047|other_protein),partOf(1047|other_protein),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1047|transporter),partOfTransitive(1047|202),partOf(202|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1048|1),partOfTransitive(1048|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1048|17),partOfTransitive(1048|202),partOf(202|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1048|2),partOfTransitive(1048|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1048|202),partOf(1048|202),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1048|gpcr),partOfTransitive(1048|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1048|transporter),partOf(1048|transporter),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1049|1),partOfTransitive(1049|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1049|17),partOfTransitive(1049|202),partOf(202|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1049|2),partOfTransitive(1049|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1049|202),partOf(1049|202),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1049|enzyme),partOf(1049|enzyme),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(1049|gpcr),partOfTransitive(1049|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(1049|transporter),partOfTransitive(1049|202),partOf(202|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(104|1),partOfTransitive(104|3),partOf(3|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(104|1113),partOf(104|1113),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(104|20),partOfTransitive(104|214),partOf(214|20),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(104|214),partOfTransitive(104|1113),partOf(1113|214),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(104|3),partOfTransitive(104|20),partOf(20|3),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(104|enzyme),partOf(104|enzyme),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(104|gpcr),partOfTransitive(104|1113),partOf(1113|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
